号码ID,号码,状态码,呼叫结果,是否可拨,呼叫人,标题,名字,中间名,姓氏,地址1,地址2,地址3,城市,区号,地区,邮编,省份,性别,备用电话,邮箱,描述,生日,呼叫次数,呼叫时间,导入时间,
109741,1004949,NEW,未呼叫,是,,1049,989898,1,9999004949,Lead 4949,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109742,1004950,NEW,未呼叫,是,,1049,989898,1,9999004950,Lead 4950,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109743,1004951,NEW,未呼叫,是,,1049,989898,1,9999004951,Lead 4951,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109744,1004952,NEW,未呼叫,是,,1049,989898,1,9999004952,Lead 4952,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109745,1004953,NEW,未呼叫,是,,1049,989898,1,9999004953,Lead 4953,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109746,1004954,NEW,未呼叫,是,,1049,989898,1,9999004954,Lead 4954,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109747,1004955,NEW,未呼叫,是,,1049,989898,1,9999004955,Lead 4955,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109748,1004956,NEW,未呼叫,是,,1049,989898,1,9999004956,Lead 4956,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109749,1004957,NEW,未呼叫,是,,1049,989898,1,9999004957,Lead 4957,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109750,1004958,NEW,未呼叫,是,,1049,989898,1,9999004958,Lead 4958,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109751,1004959,NEW,未呼叫,是,,1049,989898,1,9999004959,Lead 4959,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109752,1004960,NEW,未呼叫,是,,1049,989898,1,9999004960,Lead 4960,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109753,1004961,NEW,未呼叫,是,,1049,989898,1,9999004961,Lead 4961,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109754,1004962,NEW,未呼叫,是,,1049,989898,1,9999004962,Lead 4962,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109755,1004963,NEW,未呼叫,是,,1049,989898,1,9999004963,Lead 4963,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109756,1004964,NEW,未呼叫,是,,1049,989898,1,9999004964,Lead 4964,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109757,1004965,NEW,未呼叫,是,,1049,989898,1,9999004965,Lead 4965,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109758,1004966,NEW,未呼叫,是,,1049,989898,1,9999004966,Lead 4966,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109759,1004967,NEW,未呼叫,是,,1049,989898,1,9999004967,Lead 4967,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109760,1004968,NEW,未呼叫,是,,1049,989898,1,9999004968,Lead 4968,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109761,1004969,NEW,未呼叫,是,,1049,989898,1,9999004969,Lead 4969,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109762,1004970,NEW,未呼叫,是,,1049,989898,1,9999004970,Lead 4970,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109763,1004971,NEW,未呼叫,是,,1049,989898,1,9999004971,Lead 4971,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109764,1004972,NEW,未呼叫,是,,1049,989898,1,9999004972,Lead 4972,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109765,1004973,NEW,未呼叫,是,,1049,989898,1,9999004973,Lead 4973,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109766,1004974,NEW,未呼叫,是,,1049,989898,1,9999004974,Lead 4974,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109767,1004975,NEW,未呼叫,是,,1049,989898,1,9999004975,Lead 4975,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109768,1004976,NEW,未呼叫,是,,1049,989898,1,9999004976,Lead 4976,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109769,1004977,NEW,未呼叫,是,,1049,989898,1,9999004977,Lead 4977,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109770,1004978,NEW,未呼叫,是,,1049,989898,1,9999004978,Lead 4978,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109771,1004979,NEW,未呼叫,是,,1049,989898,1,9999004979,Lead 4979,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109772,1004980,NEW,未呼叫,是,,1049,989898,1,9999004980,Lead 4980,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109773,1004981,NEW,未呼叫,是,,1049,989898,1,9999004981,Lead 4981,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109774,1004982,NEW,未呼叫,是,,1049,989898,1,9999004982,Lead 4982,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109775,1004983,NEW,未呼叫,是,,1049,989898,1,9999004983,Lead 4983,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109776,1004984,NEW,未呼叫,是,,1049,989898,1,9999004984,Lead 4984,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109777,1004985,NEW,未呼叫,是,,1049,989898,1,9999004985,Lead 4985,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109778,1004986,NEW,未呼叫,是,,1049,989898,1,9999004986,Lead 4986,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109779,1004987,NEW,未呼叫,是,,1049,989898,1,9999004987,Lead 4987,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109780,1004988,NEW,未呼叫,是,,1049,989898,1,9999004988,Lead 4988,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109781,1004989,NEW,未呼叫,是,,1049,989898,1,9999004989,Lead 4989,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109782,1004990,NEW,未呼叫,是,,1049,989898,1,9999004990,Lead 4990,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109783,1004991,NEW,未呼叫,是,,1049,989898,1,9999004991,Lead 4991,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109784,1004992,NEW,未呼叫,是,,1049,989898,1,9999004992,Lead 4992,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109785,1004993,NEW,未呼叫,是,,1049,989898,1,9999004993,Lead 4993,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109786,1004994,NEW,未呼叫,是,,1049,989898,1,9999004994,Lead 4994,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109787,1004995,NEW,未呼叫,是,,1049,989898,1,9999004995,Lead 4995,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109788,1004996,NEW,未呼叫,是,,1049,989898,1,9999004996,Lead 4996,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109789,1004997,NEW,未呼叫,是,,1049,989898,1,9999004997,Lead 4997,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109790,1004998,NEW,未呼叫,是,,1049,989898,1,9999004998,Lead 4998,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
109791,1004999,NEW,未呼叫,是,,1049,989898,1,9999004999,Lead 4999,123 Main St,,Test,086,E,,MR,,,10110,,0000-00-00,0,2008-01-01 00:00:00,2015-03-11 11:13:03,
99786,9999000001,no,,是,66669,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-04 16:31:17,2015-03-04 16:27:33,
100094,9999000309,no,,是,1000,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:17:42,2015-03-04 16:27:33,
100005,9999000220,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,2,2015-03-11 10:17:38,2015-03-04 16:27:33,
100035,9999000250,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:17:38,2015-03-04 16:27:33,
100055,9999000270,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:17:38,2015-03-04 16:27:33,
100061,9999000276,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:17:38,2015-03-04 16:27:33,
100064,9999000279,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:17:38,2015-03-04 16:27:33,
100074,9999000289,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:17:38,2015-03-04 16:27:33,
100095,9999000310,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:17:42,2015-03-04 16:27:33,
100096,9999000311,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:17:42,2015-03-04 16:27:33,
100102,9999000317,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:17:42,2015-03-04 16:27:33,
100104,9999000319,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:17:42,2015-03-04 16:27:33,
100105,9999000320,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:17:42,2015-03-04 16:27:33,
100124,9999000339,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:18:15,2015-03-04 16:27:33,
100126,9999000341,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:18:30,2015-03-04 16:27:33,
100164,9999000379,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:18:57,2015-03-04 16:27:33,
100182,9999000397,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:19:46,2015-03-04 16:27:34,
100196,9999000411,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:19:46,2015-03-04 16:27:34,
100295,9999000510,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:21:00,2015-03-04 16:27:34,
100556,9999000771,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:23:11,2015-03-04 16:27:34,
100584,9999000799,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:23:46,2015-03-04 16:27:34,
100596,9999000811,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:24:06,2015-03-04 16:27:34,
100615,9999000830,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:24:06,2015-03-04 16:27:34,
100616,9999000831,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:24:06,2015-03-04 16:27:34,
100844,9999001059,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:26:39,2015-03-04 16:27:35,
100874,9999001089,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:26:39,2015-03-04 16:27:35,
100894,9999001109,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:26:39,2015-03-04 16:27:35,
100912,9999001127,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:26:54,2015-03-04 16:27:35,
100916,9999001131,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:27:43,2015-03-04 16:27:35,
100995,9999001210,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:28:46,2015-03-04 16:27:35,
101437,9999001652,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:39:39,2015-03-04 16:27:36,
101444,9999001659,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:39:39,2015-03-04 16:27:36,
101474,9999001689,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:39:39,2015-03-04 16:27:36,
101712,9999001927,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:43:56,2015-03-04 16:27:36,
101762,9999001977,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:44:20,2015-03-04 16:27:37,
101805,9999002020,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:44:42,2015-03-04 16:27:37,
101835,9999002050,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:45:19,2015-03-04 16:27:37,
101882,9999002097,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:45:49,2015-03-04 16:27:37,
102146,9999002361,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:48:55,2015-03-04 16:27:37,
102252,9999002467,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:50:06,2015-03-04 16:27:38,
102262,9999002477,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:50:10,2015-03-04 16:27:38,
102285,9999002500,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:50:22,2015-03-04 16:27:38,
102295,9999002510,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:50:36,2015-03-04 16:27:38,
102345,9999002560,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:51:15,2015-03-04 16:27:38,
102455,9999002670,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:16,2015-03-04 16:27:38,
102462,9999002677,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:52:20,2015-03-04 16:27:38,
102612,9999002827,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:59,2015-03-04 16:27:38,
102615,9999002830,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:59,2015-03-04 16:27:38,
102626,9999002841,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:53:59,2015-03-04 16:27:38,
102645,9999002860,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:54:14,2015-03-04 16:27:38,
102942,9999003157,PU,无人接听,是,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:57:47,2015-03-04 16:27:39,
103151,9999003366,PU,无人接听,否,VDAD,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 11:14:21,2015-03-04 16:27:39,
99987,9999000202,SB,失败,是,1000,,,,,,,,,086,,,,,,,,0000-00-00,2,2015-03-11 09:12:25,2015-03-04 16:27:33,
99992,9999000207,SB,失败,是,1000,,,,,,,,,086,,,,,,,,0000-00-00,2,2015-03-11 09:13:33,2015-03-04 16:27:33,
99997,9999000212,SB,失败,是,1000,,双方都,,往常,,,,,086,,,,,,,,0000-00-00,2,2015-03-11 09:40:15,2015-03-04 16:27:33,
100007,9999000222,XFER,无人接听,是,8914,,,,,,,,,086,,,,,,,,0000-00-00,2,2015-03-11 10:17:38,2015-03-04 16:27:33,
100011,9999000226,XFER,无人接听,是,8897,,,,,,,,,086,,,,,,,,0000-00-00,2,2015-03-11 10:17:38,2015-03-04 16:27:33,
100014,9999000229,XFER,无人接听,是,8899,,,,,,,,,086,,,,,,,,0000-00-00,2,2015-03-11 10:17:38,2015-03-04 16:27:33,
100037,9999000252,XFER,无人接听,是,8896,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:17:38,2015-03-04 16:27:33,
100041,9999000256,XFER,无人接听,是,8911,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:17:38,2015-03-04 16:27:33,
100044,9999000259,XFER,无人接听,是,8916,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:17:38,2015-03-04 16:27:33,
100047,9999000262,XFER,无人接听,是,8913,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:17:38,2015-03-04 16:27:33,
100051,9999000266,XFER,无人接听,是,8891,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:17:38,2015-03-04 16:27:33,
100057,9999000272,XFER,无人接听,是,8894,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:17:38,2015-03-04 16:27:33,
100067,9999000282,XFER,无人接听,是,8905,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:17:38,2015-03-04 16:27:33,
100071,9999000286,XFER,无人接听,是,8902,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:17:38,2015-03-04 16:27:33,
100081,9999000296,XFER,无人接听,是,8901,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:17:42,2015-03-04 16:27:33,
100101,9999000316,XFER,无人接听,是,8893,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:17:42,2015-03-04 16:27:33,
100111,9999000326,XFER,无人接听,是,8910,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:17:42,2015-03-04 16:27:33,
100121,9999000336,XFER,无人接听,是,8898,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:18:10,2015-03-04 16:27:33,
100127,9999000342,XFER,无人接听,是,8888,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:18:30,2015-03-04 16:27:33,
100131,9999000346,XFER,无人接听,是,8895,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:18:52,2015-03-04 16:27:33,
100134,9999000349,XFER,无人接听,是,8890,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:18:52,2015-03-04 16:27:33,
100137,9999000352,XFER,无人接听,是,8892,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:18:52,2015-03-04 16:27:33,
100141,9999000356,XFER,无人接听,是,8915,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:18:52,2015-03-04 16:27:33,
100147,9999000362,XFER,无人接听,是,8909,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:18:57,2015-03-04 16:27:33,
100151,9999000366,XFER,无人接听,是,8917,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:18:57,2015-03-04 16:27:33,
100154,9999000369,XFER,无人接听,是,8907,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:18:57,2015-03-04 16:27:33,
100157,9999000372,XFER,无人接听,是,8900,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:18:57,2015-03-04 16:27:33,
100161,9999000376,XFER,无人接听,是,8903,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:18:57,2015-03-04 16:27:33,
100167,9999000382,XFER,无人接听,是,8906,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:18:57,2015-03-04 16:27:34,
100171,9999000386,XFER,无人接听,是,8897,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:18:57,2015-03-04 16:27:34,
100174,9999000389,XFER,无人接听,是,8912,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:18:57,2015-03-04 16:27:34,
100181,9999000396,XFER,无人接听,是,8894,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:19:46,2015-03-04 16:27:34,
100187,9999000402,XFER,无人接听,是,8891,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:19:46,2015-03-04 16:27:34,
100191,9999000406,XFER,无人接听,是,8904,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:19:46,2015-03-04 16:27:34,
100197,9999000412,XFER,无人接听,是,8914,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:19:46,2015-03-04 16:27:34,
100201,9999000416,XFER,无人接听,是,8899,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:19:46,2015-03-04 16:27:34,
100204,9999000419,XFER,无人接听,是,8902,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:19:46,2015-03-04 16:27:34,
100207,9999000422,XFER,无人接听,是,8896,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:19:46,2015-03-04 16:27:34,
100211,9999000426,XFER,无人接听,是,8901,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:20:14,2015-03-04 16:27:34,
100212,9999000427,XFER,无人接听,是,8911,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:20:14,2015-03-04 16:27:34,
100214,9999000429,XFER,无人接听,是,8905,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:20:14,2015-03-04 16:27:34,
100216,9999000431,XFER,无人接听,是,8913,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:20:14,2015-03-04 16:27:34,
100217,9999000432,XFER,无人接听,是,8912,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:20:14,2015-03-04 16:27:34,
100221,9999000436,XFER,无人接听,是,8910,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:20:14,2015-03-04 16:27:34,
100224,9999000439,XFER,无人接听,是,8890,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:20:14,2015-03-04 16:27:34,
100227,9999000442,XFER,无人接听,是,8907,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:20:14,2015-03-04 16:27:34,
100231,9999000446,XFER,无人接听,是,8893,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:20:14,2015-03-04 16:27:34,
100234,9999000449,XFER,无人接听,是,8916,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:20:21,2015-03-04 16:27:34,
100237,9999000452,XFER,无人接听,是,8898,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:20:21,2015-03-04 16:27:34,
100241,9999000456,XFER,无人接听,是,8913,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:20:21,2015-03-04 16:27:34,
100244,9999000459,XFER,无人接听,是,8888,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:20:21,2015-03-04 16:27:34,
100247,9999000462,XFER,无人接听,是,8889,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:20:24,2015-03-04 16:27:34,
100251,9999000466,XFER,无人接听,是,8908,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:20:28,2015-03-04 16:27:34,
100252,9999000467,XFER,无人接听,是,8909,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:20:28,2015-03-04 16:27:34,
100254,9999000469,XFER,无人接听,是,8915,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:20:35,2015-03-04 16:27:34,
100257,9999000472,XFER,无人接听,是,8905,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:20:38,2015-03-04 16:27:34,
100261,9999000476,XFER,无人接听,是,8890,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:20:41,2015-03-04 16:27:34,
100262,9999000477,XFER,无人接听,是,8902,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:20:41,2015-03-04 16:27:34,
100267,9999000482,XFER,无人接听,是,8916,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:20:44,2015-03-04 16:27:34,
100271,9999000486,XFER,无人接听,是,8888,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:20:47,2015-03-04 16:27:34,
100274,9999000489,XFER,无人接听,是,8909,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:20:47,2015-03-04 16:27:34,
100277,9999000492,XFER,无人接听,是,8895,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:20:56,2015-03-04 16:27:34,
100281,9999000496,XFER,无人接听,是,8917,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:20:56,2015-03-04 16:27:34,
100284,9999000499,XFER,无人接听,是,8911,,,,,,,,,086,,,,,,,,0000-00-00,1,2015-03-11 10:21:00,2015-03-04 16:27:34,
